Length,Entropy,Vowel,Consonant,Special,V Con,C Vow,Lines,State
4147,4.564928223730032,827,1422,1898,0.5815752461322081,1.7194679564691657,180,0
953,5.0665507187662175,263,463,227,0.5680345572354212,1.7604562737642586,42,0
3653,5.166461242485839,1013,1694,946,0.5979929161747344,1.6722606120434353,95,0
3209,3.965958923581601,550,862,1797,0.6380510440835266,1.5672727272727274,116,0
2232,5.286212813399646,623,1031,578,0.6042677012609118,1.6548956661316212,42,0
304,4.865656888804925,86,142,76,0.6056338028169014,1.6511627906976745,19,0
17834,4.340603792886849,3586,6018,8230,0.5958790295779328,1.6781929726715004,374,0
356,4.87476860259661,88,122,146,0.7213114754098361,1.3863636363636365,18,0
2750,5.173438259505294,674,1274,802,0.5290423861852434,1.8902077151335313,54,0
274,5.135713663976404,63,141,70,0.44680851063829785,2.238095238095238,6,0
1215,5.133109218701073,326,582,307,0.5601374570446735,1.7852760736196318,24,0
1265,5.232201325941855,320,593,352,0.5396290050590219,1.853125,34,0
122003,4.3908556724299155,28284,51901,41818,0.5449605980616944,1.834995050205063,2435,0
11283,5.894092916899358,2054,5998,3231,0.34244748249416473,2.920155793573515,123,0
12372,5.876194524565518,2307,6435,3630,0.3585081585081585,2.789336801040312,162,0
26104,5.962040540084868,5002,14399,6703,0.34738523508576985,2.8786485405837663,214,0
53069,4.677177447987668,12678,20440,19951,0.6202544031311155,1.612241678498186,2108,0
33216,4.52930464604853,7145,12170,13901,0.5870994248151191,1.7032890132960112,1395,0
14773,5.101135317913512,4322,6993,3458,0.6180466180466181,1.6180009254974548,484,0
3141,4.42773659098943,647,1198,1296,0.5400667779632721,1.8516228748068007,91,0
574,4.232498462044807,174,244,156,0.7131147540983607,1.4022988505747127,27,0
88,4.525194864894218,21,35,32,0.6,1.6666666666666667,5,0
207,4.540257753235782,68,92,47,0.7391304347826086,1.3529411764705883,12,0
508,4.624151579675822,128,242,138,0.5289256198347108,1.890625,12,0
178,4.766138780021796,50,74,54,0.6756756756756757,1.48,3,0
127,4.953788232576465,28,59,40,0.4745762711864407,2.107142857142857,8,0
187,4.885192397293855,50,91,46,0.5494505494505495,1.82,7,0
283,4.95396884910681,65,122,96,0.5327868852459017,1.876923076923077,10,0
187,4.885192397293855,50,91,46,0.5494505494505495,1.82,7,0
752,5.065808592461721,227,357,168,0.6358543417366946,1.5726872246696035,25,0
10089,4.818142828305696,1853,3869,4367,0.478935125355389,2.0879654614139236,339,0
26,3.7962176025900556,2,7,17,0.2857142857142857,3.5,5,0
984,4.7840202071832145,243,429,312,0.5664335664335665,1.7654320987654322,37,0
11484,4.201155781201486,2244,3925,5315,0.5717197452229299,1.749108734402852,352,0
2701,4.654538605207154,585,1019,1097,0.5740922473012757,1.741880341880342,103,0
1264,4.722859970723967,327,583,354,0.5608919382504288,1.782874617737003,45,0
1203,4.943421195062968,327,585,291,0.558974358974359,1.7889908256880733,45,0
1268,4.705641853664109,313,572,383,0.5472027972027972,1.8274760383386581,29,0
759,4.70684329992947,182,316,261,0.5759493670886076,1.7362637362637363,28,0
638,4.804393877547867,157,279,202,0.5627240143369175,1.7770700636942676,20,0
3602,3.9416215109285453,525,993,2084,0.5287009063444109,1.8914285714285715,49,0
1379,4.236778064144521,257,482,640,0.533195020746888,1.8754863813229572,24,0
3976,4.249195618290338,675,1175,2126,0.574468085106383,1.7407407407407407,140,0
1002,4.7109684992736485,227,381,394,0.5958005249343832,1.6784140969162995,37,0
2683,4.90347940199767,733,1163,787,0.6302665520206363,1.5866302864938608,84,0
6042,4.206693334158018,1181,2015,2846,0.5861042183622829,1.7061812023708722,162,0
4881,4.491612350117336,887,1609,2385,0.5512740832815414,1.813979706877114,128,0
1674,4.633359097979923,419,714,541,0.5868347338935574,1.704057279236277,55,0
1823,4.925486576179294,466,835,522,0.5580838323353293,1.7918454935622317,64,0
1105,3.3315253460069494,154,286,665,0.5384615384615384,1.8571428571428572,24,0
421,5.119838961881596,117,209,95,0.5598086124401914,1.7863247863247864,9,0
818,4.753222020163136,199,357,262,0.5574229691876751,1.7939698492462313,34,0
1348,3.6625777481549453,212,391,745,0.5421994884910486,1.8443396226415094,32,0
1684,4.63891764593725,417,726,541,0.5743801652892562,1.7410071942446044,55,0
3451,4.598076761202032,763,1372,1316,0.5561224489795918,1.798165137614679,107,0
2155,3.1221110237239382,252,459,1444,0.5490196078431373,1.8214285714285714,31,0
4430,4.264597132132694,750,1338,2342,0.5605381165919282,1.784,182,0
11039,5.9400846385838,2226,6886,1927,0.32326459483009,3.0934411500449235,188,0
352,4.537607096455431,103,166,83,0.6204819277108434,1.6116504854368932,25,0
308,4.4568467521227575,84,135,89,0.6222222222222222,1.6071428571428572,22,0
7652,4.676288736841867,1908,3228,2516,0.5910780669144982,1.6918238993710693,202,0
45099,3.397932984934149,4318,7254,33527,0.5952577888061759,1.6799444187123669,813,0
550,5.025886528680128,90,150,310,0.6,1.6666666666666667,19,0
2994,4.936665006145009,698,1244,1052,0.5610932475884244,1.7822349570200573,97,0
12997,4.90693424936701,2933,5424,4640,0.5407448377581121,1.8493010569382884,372,0
378,4.638046431101371,136,189,53,0.7195767195767195,1.3897058823529411,7,0
3069,4.4751029697346665,682,1206,1181,0.5655058043117744,1.7683284457478006,81,0
12374,5.163904041652664,3254,5592,3528,0.5819027181688126,1.718500307314075,255,0
642,5.20045901079145,165,291,186,0.5670103092783505,1.7636363636363637,42,0
408,5.1810921566616175,83,132,193,0.6287878787878788,1.5903614457831325,26,0
672,5.144612961356839,166,312,194,0.532051282051282,1.8795180722891567,46,0
814,4.852171174390883,201,363,250,0.5537190082644629,1.8059701492537314,46,0
962,5.271480950907212,223,385,354,0.5792207792207792,1.7264573991031391,52,0
406,5.0500044910377255,108,210,88,0.5142857142857142,1.9444444444444444,11,0
4468,5.150742289099236,1040,2004,1424,0.5189620758483033,1.926923076923077,163,0
883,4.904997247351964,277,441,165,0.6281179138321995,1.592057761732852,20,0
8545,4.931332727666837,2195,3965,2385,0.5535939470365699,1.806378132118451,162,0
2401,5.1865625407351,565,1012,824,0.558300395256917,1.7911504424778761,78,0
94,4.549062193219961,28,53,13,0.5283018867924528,1.8928571428571428,2,0
94,4.864950422087443,25,43,26,0.5813953488372093,1.72,5,0
1076,4.963161649905114,299,498,279,0.6004016064257028,1.665551839464883,47,0
3302,4.73796434801846,657,1183,1462,0.555367709213863,1.8006088280060883,128,0
2706,4.839801423198544,645,1068,993,0.6039325842696629,1.655813953488372,111,0
1430,4.0848911822954115,232,433,765,0.535796766743649,1.8663793103448276,44,0
3001,4.882894945175357,613,1136,1252,0.539612676056338,1.8531810766721044,121,0
2307,4.975541732943521,565,961,781,0.5879292403746098,1.7008849557522123,87,0
2514,4.874954933443736,627,1093,794,0.5736505032021958,1.7432216905901117,85,0
2215,4.707700104569786,611,921,683,0.6634093376764386,1.5073649754500817,86,0
2384,4.783939462539959,530,1003,851,0.5284147557328016,1.8924528301886792,89,0
2628,4.6908058841281,586,1028,1014,0.5700389105058365,1.7542662116040955,87,0
2506,4.740268129368538,616,989,901,0.6228513650151668,1.6055194805194806,96,0
2784,4.686111430197376,690,1078,1016,0.640074211502783,1.5623188405797102,102,0
21380,5.036820570383005,4410,8746,8224,0.5042305053738853,1.983219954648526,289,0
3556,4.607891971218957,812,1336,1408,0.6077844311377245,1.645320197044335,124,0
4185,4.476094509495092,970,1658,1557,0.5850422195416164,1.7092783505154638,122,0
66,4.586230013941372,19,31,16,0.6129032258064516,1.631578947368421,5,0
3012,4.828180833852208,706,1235,1071,0.5716599190283401,1.7492917847025495,109,0
5451,4.518112323993656,1161,1991,2299,0.5831240582621798,1.714900947459087,166,0
433,4.782458099164587,105,191,137,0.5497382198952879,1.819047619047619,21,0
397,4.4028630582465995,93,156,148,0.5961538461538461,1.6774193548387097,20,0
8005,5.245905883107018,1532,3674,2799,0.416984213391399,2.398172323759791,89,0
236,3.8769589191009404,44,80,112,0.55,1.8181818181818181,13,0
2957,4.676516640719024,753,1240,964,0.6072580645161291,1.6467463479415672,96,0
1803,4.622075768605602,456,778,569,0.5861182519280206,1.706140350877193,52,0
2358,4.824004339775301,559,963,836,0.5804776739356179,1.7227191413237926,90,0
2800,4.502942106719564,624,1080,1096,0.5777777777777777,1.7307692307692308,81,0
41,4.607432797248243,10,16,15,0.625,1.6,5,0
5715,4.469012480392103,1261,2100,2354,0.6004761904761905,1.6653449643140366,184,0
3890,4.563206588645735,943,1551,1396,0.6079948420373952,1.6447507953340403,116,0
1728,4.776765545700282,383,703,642,0.5448079658605974,1.835509138381201,76,0
8417,4.9655527166534945,1831,3442,3144,0.5319581638582219,1.8798470780993992,203,0
1987,4.794414736783003,447,828,712,0.5398550724637681,1.8523489932885906,83,0
7018,4.993112246690104,1663,2819,2536,0.5899255054984037,1.6951292844257366,175,0
319,4.581267223708858,103,150,66,0.6866666666666666,1.4563106796116505,24,0
4149,5.066730842282496,1018,1859,1272,0.5476062399139322,1.8261296660117878,132,0
6857,4.896402948373104,1684,2861,2312,0.58860538273331,1.6989311163895486,199,0
441,5.00639716852018,106,195,140,0.5435897435897435,1.8396226415094339,26,0
903,5.00618612405647,227,408,268,0.5563725490196079,1.7973568281938326,35,0
2781,4.411735891455182,535,825,1421,0.6484848484848484,1.5420560747663552,89,0
3555,4.877226508242219,756,1232,1567,0.6136363636363636,1.6296296296296295,102,0
2317,4.53397663489825,482,745,1090,0.6469798657718121,1.545643153526971,73,0
3122,4.363418432953168,663,962,1497,0.6891891891891891,1.4509803921568627,95,0
1975,4.514077546588686,413,605,957,0.6826446280991736,1.4648910411622276,68,0
3889,4.50541760037927,830,1276,1783,0.6504702194357367,1.5373493975903614,128,0
5797,4.515145279194049,1164,2020,2613,0.5762376237623762,1.7353951890034365,185,0
2634,4.406682653223001,515,767,1352,0.6714471968709257,1.4893203883495145,86,0
3094,4.456167607418227,605,983,1506,0.6154628687690743,1.624793388429752,102,0
3276,4.526472421646181,677,1027,1572,0.6592015579357352,1.51698670605613,95,0
2527,4.478296686071634,467,840,1220,0.555952380952381,1.7987152034261242,84,0
1977,4.544435611002106,407,590,980,0.6898305084745763,1.4496314496314497,71,0
4391,4.470067038149172,930,1408,2053,0.6605113636363636,1.5139784946236559,129,0
5586,4.336327864772047,983,1715,2888,0.5731778425655977,1.7446592065106816,165,0
815,4.9651004294188095,227,467,121,0.4860813704496788,2.05726872246696,19,0
1355,5.122968154324113,329,667,359,0.49325337331334335,2.027355623100304,42,0
5086,3.2983177133799018,556,982,3548,0.5661914460285132,1.7661870503597121,169,0
13552,4.964140566407055,2831,5205,5516,0.5439000960614794,1.838572942423172,411,0
5076,4.835692466934722,1049,1741,2286,0.6025272831705916,1.659675881792183,160,0
1953,4.841013988869938,540,864,549,0.625,1.6,48,0
3276,5.117401585994572,813,1469,994,0.5534377127297482,1.8068880688806888,108,0
410,5.168921897373117,92,193,125,0.47668393782383417,2.097826086956522,13,0
2953,4.973718987223073,726,1276,951,0.5689655172413793,1.7575757575757576,113,0
33,3.421700936884676,6,15,12,0.4,2.5,4,0
36,3.7810361125534233,8,18,10,0.4444444444444444,2.25,3,0
626,4.826122117827757,164,323,139,0.5077399380804953,1.9695121951219512,13,0
3940,3.174490070792994,460,776,2704,0.5927835051546392,1.6869565217391305,192,0
1101,4.913807488677794,264,549,288,0.4808743169398907,2.0795454545454546,24,0
6505,4.957048345013502,1589,2677,2239,0.5935748972730669,1.68470736312146,173,0
4963,5.000173253145386,1316,2344,1303,0.5614334470989761,1.7811550151975684,129,0
2801,5.192431920005276,655,1210,936,0.5413223140495868,1.8473282442748091,99,0
463,4.65872238172383,135,249,79,0.5421686746987951,1.8444444444444446,7,0
1382,4.759126696674817,423,706,253,0.5991501416430595,1.66903073286052,11,0
157,5.072683745582289,46,81,30,0.5679012345679012,1.7608695652173914,2,0
2325,4.634323497095387,577,909,839,0.6347634763476347,1.5753899480069324,113,0
14306,4.475660291827775,3191,5401,5714,0.5908165154601,1.6925728611720463,532,0
13072,4.921547314804004,2805,4690,5577,0.5980810234541578,1.6720142602495545,306,0
756,5.16484103502912,192,358,206,0.5363128491620112,1.8645833333333333,20,0
2991,4.929735894860124,738,1176,1077,0.6275510204081632,1.5934959349593496,90,0
1058,4.647623811786852,261,431,366,0.605568445475638,1.6513409961685823,28,0
1529,5.139635092637637,364,725,440,0.5020689655172413,1.9917582417582418,45,0
108,5.001358160094744,30,53,25,0.5660377358490566,1.7666666666666666,2,0
964,4.88463354763637,257,417,290,0.6163069544364509,1.622568093385214,32,0
8503,4.901952396899008,1901,3247,3355,0.5854635047736372,1.708048395581273,227,0
412,4.886142524387898,126,211,75,0.5971563981042654,1.6746031746031746,7,0
5248,4.783298013371719,1159,1982,2107,0.5847628657921292,1.7100949094046591,138,0
1769,5.099864839304273,494,884,391,0.5588235294117647,1.7894736842105263,18,0
66,4.5188328027817795,20,32,14,0.625,1.6,4,0
3814,4.964694763317322,981,1628,1205,0.6025798525798526,1.6595310907237513,115,0
379,5.129339245569671,110,189,80,0.582010582010582,1.7181818181818183,12,0
331,4.604559227422714,112,168,51,0.6666666666666666,1.5,12,0
495,4.482244213159226,125,210,160,0.5952380952380952,1.68,23,0
1076,4.856097671171997,307,499,270,0.6152304609218436,1.6254071661237786,24,0
145,4.509084373930786,43,65,37,0.6615384615384615,1.5116279069767442,6,0
974,5.263082876928794,250,410,314,0.6097560975609756,1.64,37,0
4233,4.628892464087093,1102,1691,1440,0.651685393258427,1.5344827586206897,86,0
155,4.766484026124278,35,74,46,0.47297297297297297,2.1142857142857143,4,0
3779,4.435927397612755,807,1280,1692,0.63046875,1.5861214374225527,98,0
3312,4.408902881738947,699,1108,1505,0.6308664259927798,1.5851216022889842,83,0
487,4.343353334019027,91,178,218,0.5112359550561798,1.956043956043956,18,0
6911,4.587601233342839,1507,2437,2967,0.6183832581042266,1.617120106171201,181,0
36252,4.6625205328163455,8464,14115,13673,0.5996457669146298,1.6676512287334593,771,0
4142,4.443405089325389,785,1398,1959,0.5615164520743919,1.780891719745223,116,0
762,4.980922406298751,192,312,258,0.6153846153846154,1.625,29,0
1469,4.966415490154586,433,699,337,0.6194563662374821,1.6143187066974596,44,0
336,3.531124199423539,44,76,216,0.5789473684210527,1.7272727272727273,15,0
1572,4.6930812031445885,470,659,443,0.7132018209408194,1.402127659574468,40,0
20160,4.6028699611303265,3965,7080,9115,0.5600282485875706,1.78562421185372,461,0
2869,5.136049505447023,709,1162,998,0.6101549053356282,1.6389280677009872,91,0
41803,4.517268171844834,9219,15470,17114,0.5959276018099547,1.6780561883067577,751,0
2990,4.702138431849471,788,1359,843,0.5798381162619574,1.7246192893401016,70,0
781,4.710009907312825,182,349,250,0.5214899713467048,1.9175824175824177,23,0
1627,4.710369132805047,424,673,530,0.6300148588410104,1.5872641509433962,53,0
325,4.586673130991341,69,157,99,0.4394904458598726,2.2753623188405796,21,0
510,4.6970462220522124,126,232,152,0.5431034482758621,1.8412698412698412,24,0
1008,4.9756157979364986,315,456,237,0.6907894736842105,1.4476190476190476,34,0
1128,5.051845564277813,317,519,292,0.6107899807321773,1.637223974763407,41,0
2148,4.975861509348841,504,908,736,0.5550660792951542,1.8015873015873016,63,0
868,4.66697147536781,187,336,345,0.5565476190476191,1.7967914438502675,42,0
350,4.839272802715333,87,160,103,0.54375,1.839080459770115,20,0
7736,4.1504593456167145,1384,2328,4024,0.5945017182130584,1.6820809248554913,240,0
2265,4.82919696882665,523,849,893,0.6160188457008245,1.6233269598470363,62,0
712,5.002563919419135,202,328,182,0.6158536585365854,1.6237623762376239,19,0
293,5.0148352864054955,68,146,79,0.4657534246575342,2.1470588235294117,13,0
5951,4.666046653127124,1184,2104,2663,0.5627376425855514,1.777027027027027,171,0
1836,4.852015640717888,419,742,675,0.5646900269541779,1.7708830548926013,35,0
305,4.540539352887959,105,162,38,0.6481481481481481,1.542857142857143,5,0
1272,4.715967955288022,244,474,554,0.5147679324894515,1.9426229508196722,48,0
585,5.047151821398927,151,263,171,0.5741444866920152,1.7417218543046358,24,0
499,4.7057924523354,126,225,148,0.56,1.7857142857142858,23,0
544,4.758915481593739,133,250,161,0.532,1.8796992481203008,24,0
5467,4.090472449524519,993,1845,2629,0.5382113821138211,1.8580060422960725,145,0
474,4.743110317001294,103,178,193,0.5786516853932584,1.7281553398058251,12,0
136,4.55665321122465,33,66,37,0.5,2.0,8,0
1001,4.943251736902089,256,460,285,0.5565217391304348,1.796875,22,0
793,4.2610445041297575,159,306,328,0.5196078431372549,1.9245283018867925,24,0
948,5.135366630814339,274,439,235,0.6241457858769932,1.602189781021898,33,0
1603,5.218804559208609,420,735,448,0.5714285714285714,1.75,36,0
19469,5.311035493940301,5539,8585,5345,0.6451951077460687,1.5499187578985376,493,0
3051,5.098611127799664,805,1411,835,0.5705173635719348,1.7527950310559006,102,0
32122,5.401297676166332,7283,14027,10812,0.5192129464603978,1.9259920362487986,890,0
1952,4.27159073844148,401,655,896,0.6122137404580152,1.633416458852868,79,0
2352,4.326497011582765,480,807,1065,0.5947955390334573,1.68125,88,0
64024,4.914921100840147,14218,24599,25207,0.577990975242896,1.7301308200872134,1182,0
700,4.949648434803747,178,273,249,0.652014652014652,1.5337078651685394,17,0
327,4.671266140337632,70,135,122,0.5185185185185185,1.9285714285714286,15,0
784,4.82043883225556,205,330,249,0.6212121212121212,1.6097560975609757,32,0
3314,3.4906433370609484,381,684,2249,0.5570175438596491,1.795275590551181,126,0
1161,5.092444485181555,276,587,298,0.47018739352640543,2.1268115942028984,40,0
2198,4.945536579973147,454,828,916,0.5483091787439613,1.8237885462555066,46,0
59413,4.626932114513011,13359,22946,23108,0.5821929748104244,1.7176435361928288,1286,0
2611,4.278779840792523,513,882,1216,0.5816326530612245,1.719298245614035,86,0
2156,5.166275447636573,599,984,573,0.608739837398374,1.642737896494157,93,0
1163,5.138901162776968,284,543,336,0.5230202578268877,1.9119718309859155,30,0
1276,4.769476592531282,289,470,517,0.6148936170212767,1.6262975778546713,43,0
275,5.007502127555659,71,134,70,0.5298507462686567,1.8873239436619718,14,0
263,4.819855348739451,69,125,69,0.552,1.8115942028985508,14,0
165,4.796662212565662,43,82,40,0.524390243902439,1.9069767441860466,9,0
185,4.880600045803921,46,91,48,0.5054945054945055,1.9782608695652173,10,0
2267,4.777671656483861,498,856,913,0.5817757009345794,1.7188755020080322,62,0
1836,5.0061424201098585,471,852,513,0.5528169014084507,1.8089171974522293,41,0
391,5.503025708719424,101,167,123,0.6047904191616766,1.6534653465346534,13,0
10551,4.751886149833294,2418,4022,4111,0.601193436101442,1.663358147229115,391,0
590,4.829147728953046,138,258,194,0.5348837209302325,1.8695652173913044,21,0
618,4.596433472024142,118,217,283,0.543778801843318,1.8389830508474576,22,0
1897,4.746520171760411,484,866,547,0.558891454965358,1.7892561983471074,58,0
1267,4.434289965600326,246,476,545,0.5168067226890757,1.934959349593496,43,0
526,5.222278462157924,122,237,167,0.5147679324894515,1.9426229508196722,20,0
17904,4.7581278391096,4230,6981,6693,0.6059303824666953,1.650354609929078,327,0
504,4.121060256421107,94,152,258,0.618421052631579,1.6170212765957446,23,0
1345,4.688800935879432,295,523,527,0.5640535372848948,1.7728813559322034,51,0
2289,4.401469386841855,446,781,1062,0.5710627400768246,1.751121076233184,69,0
13520,4.967691859487129,3270,5293,4957,0.6177970904968827,1.6186544342507645,324,0
1764,4.865130233146112,406,659,699,0.6160849772382397,1.6231527093596059,46,0
618,4.73311380414371,161,276,181,0.5833333333333334,1.7142857142857142,24,0
3159,4.9386161236807125,719,1176,1264,0.6113945578231292,1.6356050069541028,94,0
1437,4.576850885837196,333,587,517,0.5672913117546848,1.7627627627627627,49,0
1903,4.688407000338388,435,858,610,0.506993006993007,1.9724137931034482,44,0
8248,3.0922430529203697,791,1259,6198,0.6282764098490866,1.5916561314791404,214,0
4382,4.524860140252018,1144,1658,1580,0.6899879372738239,1.4493006993006994,124,0
3168,4.382789773235993,720,1069,1379,0.6735266604303087,1.4847222222222223,109,0
2983,4.373705851853349,688,1032,1263,0.6666666666666666,1.5,106,0
2924,4.722124981190379,630,1123,1171,0.5609973285841496,1.7825396825396826,103,0
9318,4.802915108039352,2048,3682,3588,0.5562194459532862,1.7978515625,209,0
1555,4.751579561299206,401,613,541,0.6541598694942904,1.5286783042394014,54,0
8973,4.886309723486742,1996,3501,3476,0.5701228220508426,1.7540080160320641,228,0
1800,4.554285710603206,467,757,576,0.6169088507265522,1.6209850107066381,67,0
1649,4.903527252575849,368,667,614,0.5517241379310345,1.8125,37,0
818,4.778873126369501,197,337,284,0.5845697329376854,1.7106598984771573,49,0
3758,4.39898235616959,784,1251,1723,0.6266986410871302,1.5956632653061225,115,0
1061,5.065585217271265,278,489,294,0.5685071574642127,1.7589928057553956,29,0
3796,4.415877006145291,803,1271,1722,0.6317859952793077,1.5828144458281446,117,0
2436,2.741932758539438,246,408,1782,0.6029411764705882,1.6585365853658536,57,0
26336,4.631209371909111,5394,9522,11420,0.5664776307498425,1.7652947719688543,631,0
2553,4.327538415974828,529,858,1166,0.6165501165501166,1.6219281663516067,95,0
1795,4.905011324998414,466,733,596,0.635743519781719,1.5729613733905579,37,0
234,4.649546325529147,63,116,55,0.5431034482758621,1.8412698412698412,10,0
4560,4.773949398046963,1106,2146,1308,0.5153774464119292,1.9403254972875226,277,0
2512,4.724518391385592,513,832,1167,0.6165865384615384,1.6218323586744638,85,0
760,4.86601999988119,200,322,238,0.6211180124223602,1.61,28,0
2170,4.708011984658924,479,877,814,0.5461801596351197,1.8308977035490606,84,0
4572,4.139597853241472,810,1457,2305,0.5559368565545642,1.7987654320987654,140,0
11113,4.896237390015277,2054,4085,4974,0.5028151774785802,1.9888023369036028,248,0
2820,4.29986113130646,593,928,1299,0.6390086206896551,1.5649241146711637,100,0
2489,4.263882130747194,516,829,1144,0.6224366706875754,1.6065891472868217,95,0
32926,4.724338962944081,7494,12943,12489,0.5790002317855212,1.7271150253536163,627,0
236,4.943320826131447,66,107,63,0.616822429906542,1.621212121212121,7,0
226,4.999153301615487,61,104,61,0.5865384615384616,1.7049180327868851,7,0
81,4.288037386855149,19,37,25,0.5135135135135135,1.9473684210526316,4,0
69,4.128765631645883,19,34,16,0.5588235294117647,1.7894736842105263,3,0
1028,5.0994092199480185,264,494,270,0.5344129554655871,1.871212121212121,24,0
458,3.73364994753707,65,85,308,0.7647058823529411,1.3076923076923077,17,0
1034,5.1002698585203,240,464,330,0.5172413793103449,1.9333333333333333,32,0
1150,4.477487296199081,214,395,541,0.5417721518987342,1.8457943925233644,43,0
2571,4.3482615271276615,535,891,1145,0.6004489337822672,1.6654205607476635,100,0
14070,4.506414223790759,2646,4593,6831,0.5760940561724364,1.7358276643990929,377,0
598,4.485313341970954,110,205,283,0.5365853658536586,1.8636363636363635,27,0
5643,4.880146436921835,1318,1904,2421,0.6922268907563025,1.4446130500758725,107,0
3362,4.832456119782654,836,1394,1132,0.599713055954089,1.667464114832536,111,0
1261,4.904535774928201,360,588,313,0.6122448979591837,1.6333333333333333,30,0
1228,5.063686125986961,340,550,338,0.6181818181818182,1.6176470588235294,25,0
90072,3.4778153342245735,9765,17598,62709,0.5548926014319809,1.8021505376344087,2122,0
1886,4.771628531112685,415,730,741,0.5684931506849316,1.7590361445783131,50,0
28391,4.636527806301406,6195,11220,10976,0.5521390374331551,1.811138014527845,537,0
28804,4.69697926439212,6164,11001,11639,0.5603126988455595,1.784717715768981,513,0
1212,4.683465938137025,289,462,461,0.6255411255411255,1.5986159169550174,40,0
1552,4.16702596089464,243,440,869,0.5522727272727272,1.8106995884773662,61,0
4539,4.119364241309629,920,1528,2091,0.6020942408376964,1.6608695652173913,135,0
2510,4.722696040756595,561,961,988,0.5837669094693028,1.71301247771836,93,0
2943,4.64523321094901,767,1275,901,0.6015686274509804,1.6623207301173404,72,0
816,4.736868864802733,196,360,260,0.5444444444444444,1.836734693877551,26,0
3671,4.266371627428105,860,1314,1497,0.654490106544901,1.527906976744186,98,0
4411,4.055473563416984,843,1328,2240,0.634789156626506,1.575326215895611,180,0
3981,4.284388455747898,872,1397,1712,0.6241947029348605,1.6020642201834863,114,0
5233,4.713154164131953,1114,1843,2276,0.6044492674986435,1.6543985637342908,131,0
4287,4.40473802864603,986,1558,1743,0.6328626444159179,1.5801217038539555,117,0
2204,4.6002275484899116,498,821,885,0.6065773447015834,1.6485943775100402,75,0
6390,4.165416654860387,1357,2159,2874,0.6285317276516906,1.5910095799557848,158,0
6471,4.4773505998723335,1356,2253,2862,0.6018641810918774,1.6615044247787611,163,0
10767,4.3551127236375855,2463,3780,4524,0.6515873015873016,1.5347137637028014,257,0
5657,4.419007265946267,1169,1941,2547,0.6022668727460072,1.660393498716852,135,0
2721,4.428501001346298,695,1050,976,0.6619047619047619,1.5107913669064748,80,0
4024,4.656614241749691,906,1454,1664,0.6231086657496562,1.6048565121412803,108,0
5782,4.460577739739981,1525,2260,1997,0.6747787610619469,1.481967213114754,135,0
9547,3.9143736310487895,1595,2556,5396,0.6240219092331768,1.6025078369905956,280,0
4608,4.47093221135958,1227,1827,1554,0.6715927750410509,1.488997555012225,104,0
7314,4.330363271591203,1461,2268,3585,0.6441798941798942,1.5523613963039014,252,0
2613,4.52155563694811,635,968,1010,0.65599173553719,1.5244094488188977,82,0
2387,4.567564137886754,517,843,1027,0.6132858837485172,1.630560928433269,79,0
3798,4.391085523692058,904,1425,1469,0.6343859649122807,1.5763274336283186,99,0
4044,4.354111899454327,871,1478,1695,0.5893098782138024,1.6969001148105625,108,0
3740,4.277575134718962,889,1329,1522,0.6689240030097818,1.4949381327334084,101,0
4642,4.644867049602514,1163,1792,1687,0.6489955357142857,1.5408426483233018,137,0
2738,4.45429251955688,696,1055,987,0.6597156398104266,1.5158045977011494,77,0
3940,4.575671101409067,909,1462,1569,0.6217510259917921,1.6083608360836084,104,0
2164,4.472431221870999,556,865,743,0.6427745664739885,1.5557553956834533,69,0
3361,4.735913517585892,750,1280,1331,0.5859375,1.7066666666666668,112,0
3553,4.217101094371232,776,1300,1477,0.5969230769230769,1.675257731958763,111,0
4203,4.744547508341654,922,1620,1661,0.5691358024691358,1.7570498915401302,133,0
2573,4.470141493224822,595,932,1046,0.6384120171673819,1.5663865546218487,86,0
2871,4.59447350559055,586,1042,1243,0.5623800383877159,1.7781569965870307,87,0
1401,4.29052122213456,364,517,520,0.7040618955512572,1.4203296703296704,44,0
671,4.605523507468053,168,296,207,0.5675675675675675,1.7619047619047619,19,0
4927,4.229924781315658,1085,1653,2189,0.6563823351482153,1.5235023041474653,134,0
4543,4.602950644302846,1052,1706,1785,0.6166471277842908,1.6216730038022813,138,0
478,4.722212781302004,120,209,149,0.5741626794258373,1.7416666666666667,13,0
4487,4.904420708127932,1094,1973,1420,0.5544855549923974,1.803473491773309,117,0
1441,5.181384542701739,414,672,355,0.6160714285714286,1.6231884057971016,58,0
1906,5.2032752246623275,504,755,647,0.6675496688741722,1.498015873015873,78,0
2287,4.712164950155453,481,912,894,0.5274122807017544,1.8960498960498962,79,0
2956,4.429284074739676,588,1052,1316,0.55893536121673,1.7891156462585034,103,0
1969,4.276083465658467,388,677,904,0.5731166912850812,1.7448453608247423,68,0
17814,4.771829544071732,3377,6546,7891,0.5158875649251451,1.9384068700029613,381,0
465,4.873077982110994,91,164,210,0.5548780487804879,1.8021978021978022,24,0
1028,4.232808538528777,164,333,531,0.4924924924924925,2.0304878048780486,35,0
518,4.798761999848558,131,218,169,0.6009174311926605,1.6641221374045803,14,0
675,4.894759868942942,150,263,262,0.5703422053231939,1.7533333333333334,24,0
2543,4.252274936854745,546,824,1173,0.662621359223301,1.5091575091575091,93,0
12532,4.395156882949595,2848,4431,5253,0.6427443015120741,1.5558286516853932,257,0
